ANO_OCORRENCIA,MES_OCORRENCIA,UF,MUNICIPIO,ESPECIE_ARMA,MARCA_ARMA,CALIBRE_ARMA,TIPO_OCORRENCIA,MAIS_1000_MIL_HAB,TOTAL
2024,3,BA,SALVADOR,Pistola,TAURUS ARMAS S.A.,.380 ACP,Apostilada no Exercito,S,1
2024,3,BA,SALVADOR,Pistola,TAURUS ARMAS S.A.,9 mm,Apostilada no Exercito,S,3
2024,3,BA,SALVADOR,Revolver,ROSSI (AMADEO ROSSI S.A.),.32 S&W,Campanha do Desarmamento,S,1
2024,3,BA,SALVADOR,Revolver,TAURUS ARMAS S.A.,.38,Apostilada no Exercito,S,2
2024,3,CE,BARBALHA,Pistola,TAURUS ARMAS S.A.,.380 ACP,Campanha do Desarmamento,N,1
2024,3,CE,CASCAVEL,Pistola,TAURUS ARMAS S.A.,380,Recuperação de Arma de Fogo,N,2
2024,3,CE,CAUCAIA,Revolver,ROSSI (AMADEO ROSSI S.A.),.38,Apreensão de Arma de Fogo,S,2
2024,3,CE,CAUCAIA,Revolver,TAURUS ARMAS S.A.,.38,Campanha do Desarmamento,S,1
2024,3,CE,FORTALEZA,Pistola,GLOCK GMBH (ÁUSTRIA),380,Recuperação de Arma de Fogo,S,1
2024,3,CE,FORTALEZA,Pistola,TAURUS ARMAS S.A.,380,Recuperação de Arma de Fogo,S,1
2024,3,CE,FORTALEZA,Pistola,TAURUS ARMAS S.A.,.380 ACP,Furto de Arma de Fogo,S,1
2024,3,CE,FORTALEZA,Pistola,TAURUS ARMAS S.A.,.380 ACP,Roubo de Arma de Fogo,S,1
2024,3,CE,FORTALEZA,Pistola,TAURUS ARMAS S.A.,9 mm,Extravio/Perda de Arma de Fogo,S,1
2024,3,CE,FORTALEZA,Pistola,TAURUS ARMAS S.A.,9 mm,Furto de Arma de Fogo,S,1
2024,3,CE,FORTALEZA,Revolver,ROSSI (AMADEO ROSSI S.A.),.32,Campanha do Desarmamento,S,1
2024,3,CE,FORTALEZA,Revolver,TAURUS ARMAS S.A.,.32,Campanha do Desarmamento,S,1
2024,3,CE,FORTALEZA,Revolver,TAURUS ARMAS S.A.,.38,Apostilada no Exercito,S,1
2024,3,CE,FORTALEZA,Revolver,TAURUS ARMAS S.A.,.38,Apreensão de Arma de Fogo,S,1
2024,3,CE,FORTALEZA,Revolver,TAURUS ARMAS S.A.,.38,Furto de Arma de Fogo,S,1
2024,3,CE,ICÓ,Pistola,GLOCK GMBH (ÁUSTRIA),380,Recuperação de Arma de Fogo,N,1
2024,3,CE,JAGUARIBE,Pistola,TAURUS ARMAS S.A.,.380 ACP,Apreensão de Arma de Fogo,N,1
2024,3,CE,JUAZEIRO DO NORTE,Revolver,TAURUS ARMAS S.A.,.38,Campanha do Desarmamento,S,1
2024,3,CE,MOMBAÇA,Pistola,TAURUS ARMAS S.A.,380,Furto de Arma de Fogo,N,1
2024,3,CE,SÃO GONÇALO DO AMARANTE,Pistola,TAURUS ARMAS S.A.,9 mm,Apreensão de Arma de Fogo,N,1
2024,3,CE,VIÇOSA DO CEARÁ,Pistola,TAURUS ARMAS S.A.,9 mm,Apreensão de Arma de Fogo,N,1
2024,3,DF,BRASÍLIA,Carabina,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),.22 LR,Remetida ao Exército para destruição,S,1
2024,3,DF,BRASÍLIA,Carabina,ROSSI (AMADEO ROSSI S.A.),.38,Campanha do Desarmamento,S,1
2024,3,DF,BRASÍLIA,Carabina,ROSSI (AMADEO ROSSI S.A.),.38,Remetida ao Exército para destruição,S,1
2024,3,DF,BRASÍLIA,Carabina,WINCHESTER,.22 LR,Remetida ao Exército para destruição,S,1
2024,3,DF,BRASÍLIA,Espingarda,BOITO (E.R. AMANTINO & CIA),12,Furto de Arma de Fogo,S,1
2024,3,DF,BRASÍLIA,Espingarda,BOITO (E.R. AMANTINO & CIA),12,Remetida ao Exército para destruição,S,2
2024,3,DF,BRASÍLIA,Espingarda,BOITO (E.R. AMANTINO & CIA),20,Remetida ao Exército para destruição,S,1
2024,3,DF,BRASÍLIA,Espingarda,BOITO (E.R. AMANTINO & CIA),28,Furto de Arma de Fogo,S,1
2024,3,DF,BRASÍLIA,Espingarda,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),.32,Remetida ao Exército para destruição,S,1
2024,3,DF,BRASÍLIA,Espingarda,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),20,Campanha do Desarmamento,S,1
2024,3,DF,BRASÍLIA,Espingarda,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),28,Remetida ao Exército para destruição,S,1
2024,3,DF,BRASÍLIA,Espingarda,POMBA,36,Remetida ao Exército para destruição,S,1
2024,3,DF,BRASÍLIA,Espingarda,ROSSI (AMADEO ROSSI S.A.),20,Remetida ao Exército para destruição,S,1
2024,3,DF,BRASÍLIA,Espingarda,WINCHESTER,12,Remetida ao Exército para destruição,S,1
2024,3,DF,BRASÍLIA,Pistola,BERETTA (PIETRO BERETTA S.P.A.),.22 LR,Remetida ao Exército para destruição,S,1
2024,3,DF,BRASÍLIA,Pistola,FN HERSTAL (FABRIQUE NATIONALE D ARMES DE GUERRE HERSTAL),"6,35mm",Remetida ao Exército para destruição,S,1
2024,3,DF,BRASÍLIA,Pistola,GLOCK GMBH (ÁUSTRIA),9x19mm,Apreensão de Arma de Fogo,S,1
2024,3,DF,BRASÍLIA,Pistola,IMBEL,380,Campanha do Desarmamento,S,1
2024,3,DF,BRASÍLIA,Pistola,IMBEL,380,Remetida ao Exército para destruição,S,2
2024,3,DF,BRASÍLIA,Pistola,"TANFOGLIO (TANFOGLIO, FRATELLI/GIUSEPPE)",9 mm,Remetida ao Exército para destruição,S,1
2024,3,DF,BRASÍLIA,Pistola,TAURUS ARMAS S.A.,380,Apreensão de Arma de Fogo,S,3
2024,3,DF,BRASÍLIA,Pistola,TAURUS ARMAS S.A.,380,Remetida ao Exército para destruição,S,8
2024,3,DF,BRASÍLIA,Pistola,TAURUS ARMAS S.A.,.380 ACP,Apreensão de Arma de Fogo,S,3
2024,3,DF,BRASÍLIA,Pistola,TAURUS ARMAS S.A.,.380 ACP,Recuperação de Arma de Fogo,S,1
2024,3,DF,BRASÍLIA,Pistola,TAURUS ARMAS S.A.,"6,35mm",Apreensão de Arma de Fogo,S,1
2024,3,DF,BRASÍLIA,Pistola,TAURUS ARMAS S.A.,"6,35mm",Remetida ao Exército para destruição,S,1
2024,3,DF,BRASÍLIA,Pistola,TAURUS ARMAS S.A.,"7,65mm",Campanha do Desarmamento,S,1
2024,3,DF,BRASÍLIA,Pistola,TAURUS ARMAS S.A.,"7,65mm",Remetida ao Exército para destruição,S,5
2024,3,DF,BRASÍLIA,Pistola,TAURUS ARMAS S.A.,9 mm,Apreensão de Arma de Fogo,S,4
2024,3,DF,BRASÍLIA,Pistola,TAURUS ARMAS S.A.,9 mm,Campanha do Desarmamento,S,1
2024,3,DF,BRASÍLIA,Pistola,TAURUS ARMAS S.A.,9 mm,Furto de Arma de Fogo,S,1
2024,3,DF,BRASÍLIA,Revolver,COLT,.32,Remetida ao Exército para destruição,S,1
2024,3,DF,BRASÍLIA,Revolver,INA (INDÚSTRIA NACIONAL DE ARMAS),.32,Remetida ao Exército para destruição,S,1
2024,3,DF,BRASÍLIA,Revolver,ROSSI (AMADEO ROSSI S.A.),.22 LR,Remetida ao Exército para destruição,S,1
2024,3,DF,BRASÍLIA,Revolver,ROSSI (AMADEO ROSSI S.A.),.32,Remetida ao Exército para destruição,S,1
2024,3,DF,BRASÍLIA,Revolver,ROSSI (AMADEO ROSSI S.A.),.38,Apreensão de Arma de Fogo,S,1
2024,3,DF,BRASÍLIA,Revolver,ROSSI (AMADEO ROSSI S.A.),.38,Remetida ao Exército para destruição,S,9
2024,3,DF,BRASÍLIA,Revolver,SMITH & WESSON,.38,Remetida ao Exército para destruição,S,5
2024,3,DF,BRASÍLIA,Revolver,TAURUS ARMAS S.A.,.32,Remetida ao Exército para destruição,S,3
2024,3,DF,BRASÍLIA,Revolver,TAURUS ARMAS S.A.,.38,Apreensão de Arma de Fogo,S,2
2024,3,DF,BRASÍLIA,Revolver,TAURUS ARMAS S.A.,.38,Campanha do Desarmamento,S,4
2024,3,DF,BRASÍLIA,Revolver,TAURUS ARMAS S.A.,.38,Remetida ao Exército para destruição,S,15
2024,3,DF,BRASÍLIA,Rifle,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),.22 LR,Furto de Arma de Fogo,S,1
2024,3,DF,BRASÍLIA,Rifle,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),.22 LR,Remetida ao Exército para destruição,S,3
2024,3,DF,BRASÍLIA,Rifle,ROSSI (AMADEO ROSSI S.A.),.22 LR,Remetida ao Exército para destruição,S,1
2024,3,DF,BRASÍLIA,Rifle,ROSSI (AMADEO ROSSI S.A.),.38,Furto de Arma de Fogo,S,1
2024,3,DF,BRASÍLIA,Rifle,ROSSI (AMADEO ROSSI S.A.),.38,Remetida ao Exército para destruição,S,1
2024,3,ES,ALTO RIO NOVO,Pistola,TAURUS ARMAS S.A.,9 mm,Furto de Arma de Fogo,N,1
2024,3,ES,ALTO RIO NOVO,Rifle,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),.22 LR,Furto de Arma de Fogo,N,1
2024,3,ES,ARACRUZ,Pistola,GLOCK GMBH (ÁUSTRIA),9 mm,Campanha do Desarmamento,S,1
2024,3,ES,BAIXO GUANDU,Pistola,TAURUS ARMAS S.A.,9 mm,Apreensão de Arma de Fogo,N,1
2024,3,ES,CACHOEIRO DE ITAPEMIRIM,Espingarda,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),12,Furto de Arma de Fogo,S,1
2024,3,ES,CACHOEIRO DE ITAPEMIRIM,Pistola,BERSA,380,Furto de Arma de Fogo,S,1
2024,3,ES,CACHOEIRO DE ITAPEMIRIM,Pistola,TAURUS ARMAS S.A.,9 mm,Campanha do Desarmamento,S,1
2024,3,ES,CARIACICA,Pistola,TAURUS ARMAS S.A.,380,Campanha do Desarmamento,S,1
2024,3,ES,CARIACICA,Pistola,TAURUS ARMAS S.A.,380,Recuperação de Arma de Fogo,S,1
2024,3,ES,CARIACICA,Pistola,TAURUS ARMAS S.A.,380,Remetida ao Exército para destruição,S,1
2024,3,ES,MARATAÍZES,Revolver,TAURUS ARMAS S.A.,.32,Campanha do Desarmamento,N,1
2024,3,ES,MIMOSO DO SUL,Pistola,TAURUS ARMAS S.A.,380,Apreensão de Arma de Fogo,N,1
2024,3,ES,PANCAS,Pistola,TAURUS ARMAS S.A.,9 mm,Apreensão de Arma de Fogo,N,1
2024,3,ES,SERRA,Pistola,TAURUS ARMAS S.A.,380,Apreensão de Arma de Fogo,S,1
2024,3,ES,SERRA,Pistola,TAURUS ARMAS S.A.,.45 ACP,Apreensão de Arma de Fogo,S,1
2024,3,ES,SÃO MATEUS,Pistola,TAURUS ARMAS S.A.,380,Recuperação de Arma de Fogo,S,2
2024,3,ES,VILA PAVÃO,Rifle,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),.22 LR,Furto de Arma de Fogo,N,1
2024,3,ES,VITÓRIA,Pistola,TAURUS ARMAS S.A.,380,Recuperação de Arma de Fogo,S,1
2024,3,GO,ALEXÂNIA,Pistola,TAURUS ARMAS S.A.,9 mm,Apreensão de Arma de Fogo,N,1
2024,3,GO,ANÁPOLIS,Espingarda,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),12,Roubo de Arma de Fogo,S,1
2024,3,GO,ANÁPOLIS,Pistola,TAURUS ARMAS S.A.,380,Apostilada no Exercito,S,1
2024,3,GO,ANÁPOLIS,Pistola,TAURUS ARMAS S.A.,380,Recuperação de Arma de Fogo,S,1
2024,3,GO,ANÁPOLIS,Pistola,TAURUS ARMAS S.A.,9 mm,Apostilada no Exercito,S,1
2024,3,GO,ANÁPOLIS,Pistola,WALTHER (CARL WALTHER GMBH SPORTWAFFEN),380,Recuperação de Arma de Fogo,S,1
2024,3,GO,APARECIDA DE GOIÂNIA,Pistola,TAURUS ARMAS S.A.,380,Apreensão de Arma de Fogo,S,1
2024,3,GO,APARECIDA DE GOIÂNIA,Rifle,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),.22 LR,Furto de Arma de Fogo,S,1
2024,3,GO,ARAGARÇAS,Pistola,TAURUS ARMAS S.A.,380,Extravio/Perda de Arma de Fogo,N,1
2024,3,GO,ARAGOIÂNIA,Pistola,TAURUS ARMAS S.A.,380,Extravio/Perda de Arma de Fogo,N,1
2024,3,GO,BURITI ALEGRE,Pistola,TAURUS ARMAS S.A.,9 mm,Campanha do Desarmamento,N,1
2024,3,GO,CORUMBÁ DE GOIÁS,Espingarda,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),24,Apreensão de Arma de Fogo,N,1
2024,3,GO,GOIATUBA,Espingarda,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),12,Apostilada no Exercito,N,1
2024,3,GO,GOIATUBA,Pistola,TAURUS ARMAS S.A.,380,Apostilada no Exercito,N,1
2024,3,GO,GOIÂNIA,Carabina,FN HERSTAL (FABRIQUE NATIONALE D ARMES DE GUERRE HERSTAL),.22 LR,Campanha do Desarmamento,S,1
2024,3,GO,GOIÂNIA,Carabina,ROSSI (AMADEO ROSSI S.A.),.357 Mag,Furto de Arma de Fogo,S,1
2024,3,GO,GOIÂNIA,Carabina,ROSSI (AMADEO ROSSI S.A.),.38,Campanha do Desarmamento,S,1
2024,3,GO,GOIÂNIA,Espingarda,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),.32,Campanha do Desarmamento,S,1
2024,3,GO,GOIÂNIA,Pistola,BERSA,380,Remetida ao Exército para destruição,S,1
2024,3,GO,GOIÂNIA,Pistola,TAURUS ARMAS S.A.,380,Apreensão de Arma de Fogo,S,2
2024,3,GO,GOIÂNIA,Pistola,TAURUS ARMAS S.A.,380,Campanha do Desarmamento,S,1
2024,3,GO,GOIÂNIA,Pistola,TAURUS ARMAS S.A.,380,Extravio/Perda de Arma de Fogo,S,1
2024,3,GO,GOIÂNIA,Pistola,TAURUS ARMAS S.A.,380,Furto de Arma de Fogo,S,1
2024,3,GO,GOIÂNIA,Revolver,TAURUS ARMAS S.A.,.38,Extravio/Perda de Arma de Fogo,S,1
2024,3,GO,HIDROLÂNDIA,Pistola,TAURUS ARMAS S.A.,380,Extravio/Perda de Arma de Fogo,N,1
2024,3,GO,IPORÁ,Revolver,TAURUS ARMAS S.A.,.38,Remetida ao Exército para destruição,N,1
2024,3,GO,ITAJÁ,Revolver,TAURUS ARMAS S.A.,.32,Extravio/Perda de Arma de Fogo,N,1
2024,3,GO,ITAPURANGA,Rifle,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),.22 LR,Apreensão de Arma de Fogo,N,1
2024,3,GO,JATAÍ,Espingarda,BOITO (E.R. AMANTINO & CIA),20,Apostilada no Exercito,S,1
2024,3,GO,JATAÍ,Rifle,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),.22 LR,Furto de Arma de Fogo,S,1
2024,3,GO,LUZIÂNIA,Revolver,ROSSI (AMADEO ROSSI S.A.),.38,Remetida ao Exército para destruição,S,1
2024,3,GO,NOVA GLÓRIA,Pistola,TAURUS ARMAS S.A.,9 mm,Extravio/Perda de Arma de Fogo,N,1
2024,3,GO,PLANALTINA,Espingarda,BOITO (E.R. AMANTINO & CIA),.32,Apreensão de Arma de Fogo,N,1
2024,3,GO,RIALMA,Revolver,TAURUS ARMAS S.A.,.357 Mag,Extravio/Perda de Arma de Fogo,N,1
2024,3,GO,RIO VERDE,Pistola,TAURUS ARMAS S.A.,380,Apreensão de Arma de Fogo,S,1
2024,3,GO,SANTA TEREZINHA DE GOIÁS,Pistola,TAURUS ARMAS S.A.,9 mm,Furto de Arma de Fogo,N,2
2024,3,GO,SANTA TEREZINHA DE GOIÁS,Revolver,TAURUS ARMAS S.A.,.357 Mag,Furto de Arma de Fogo,N,1
2024,3,GO,ÁGUAS LINDAS DE GOIÁS,Pistola,TAURUS ARMAS S.A.,.380 ACP,Apostilada no Exercito,S,1
2024,3,GO,ÁGUAS LINDAS DE GOIÁS,Revolver,TAURUS ARMAS S.A.,.38,Campanha do Desarmamento,S,1
2024,3,GO,ÁGUAS LINDAS DE GOIÁS,Revolver,TAURUS ARMAS S.A.,.38 SPL,Apostilada no Exercito,S,1
2024,3,MA,BALSAS,Pistola,TAURUS ARMAS S.A.,.380 ACP,Furto de Arma de Fogo,N,1
2024,3,MA,CAXIAS,Pistola,TAURUS ARMAS S.A.,.380 ACP,Roubo de Arma de Fogo,S,2
2024,3,MA,IMPERATRIZ,Pistola,TAURUS ARMAS S.A.,9 mm,Extravio/Perda de Arma de Fogo,S,1
2024,3,MA,PAULINO NEVES,Pistola,TAURUS ARMAS S.A.,9 mm,Furto de Arma de Fogo,N,1
2024,3,MA,SÃO LUÍS,Revolver,TAURUS ARMAS S.A.,.38,Apreensão de Arma de Fogo,S,1
2024,3,MG,ARAXÁ,Pistola,TAURUS ARMAS S.A.,.40 S&W,Apreensão de Arma de Fogo,S,1
2024,3,MG,BELO HORIZONTE,Pistola,IMBEL,380,Campanha do Desarmamento,S,1
2024,3,MG,BELO HORIZONTE,Pistola,TAURUS ARMAS S.A.,380,Campanha do Desarmamento,S,1
2024,3,MG,BELO HORIZONTE,Pistola,TAURUS ARMAS S.A.,380,Recuperação de Arma de Fogo,S,1
2024,3,MG,BELO HORIZONTE,Pistola,TAURUS ARMAS S.A.,.380 ACP,Furto de Arma de Fogo,S,2
2024,3,MG,BELO HORIZONTE,Pistola,TAURUS ARMAS S.A.,.40 S&W,Recuperação de Arma de Fogo,S,1
2024,3,MG,BELO HORIZONTE,Revolver,ROSSI (AMADEO ROSSI S.A.),.38,Campanha do Desarmamento,S,2
2024,3,MG,BELO HORIZONTE,Revolver,TAURUS ARMAS S.A.,.38,Apreensão de Arma de Fogo,S,1
2024,3,MG,BELO HORIZONTE,Revolver,TAURUS ARMAS S.A.,.38,Campanha do Desarmamento,S,3
2024,3,MG,BETIM,Pistola,TAURUS ARMAS S.A.,.40 S&W,Furto de Arma de Fogo,S,1
2024,3,MG,BOM DESPACHO,Pistola,TAURUS ARMAS S.A.,380,Extravio/Perda de Arma de Fogo,N,1
2024,3,MG,BURITIS,Revolver,TAURUS ARMAS S.A.,.38 SPL,Remetida ao Exército para destruição,N,1
2024,3,MG,CONCEIÇÃO DO MATO DENTRO,Carabina,ROSSI (AMADEO ROSSI S.A.),.357 Mag,Apostilada no Exercito,N,1
2024,3,MG,CONTAGEM,Pistola,TAURUS ARMAS S.A.,380,Recuperação de Arma de Fogo,S,2
2024,3,MG,CONTAGEM,Revolver,TAURUS ARMAS S.A.,.38 SPL,Furto de Arma de Fogo,S,2
2024,3,MG,GOVERNADOR VALADARES,Pistola,IMBEL,380,Apostilada no Exercito,S,1
2024,3,MG,GOVERNADOR VALADARES,Pistola,TAURUS ARMAS S.A.,9 mm,Apreensão de Arma de Fogo,S,1
2024,3,MG,IBIRITÉ,Pistola,TAURUS ARMAS S.A.,.380 ACP,Apreensão de Arma de Fogo,S,1
2024,3,MG,JOÃO PINHEIRO,Pistola,TAURUS ARMAS S.A.,9x19mm,Recuperação de Arma de Fogo,N,1
2024,3,MG,MALACACHETA,Pistola,GLOCK GMBH (ÁUSTRIA),380,Extravio/Perda de Arma de Fogo,N,1
2024,3,MG,MALACACHETA,Pistola,TAURUS ARMAS S.A.,.45 ACP,Extravio/Perda de Arma de Fogo,N,1
2024,3,MG,MALACACHETA,Revolver,TAURUS ARMAS S.A.,.357 Mag,Extravio/Perda de Arma de Fogo,N,1
2024,3,MG,MONTES CLAROS,Pistola,TAURUS ARMAS S.A.,9 mm,Apreensão de Arma de Fogo,S,1
2024,3,MG,NOVA LIMA,Revolver,SMITH & WESSON,.32,Apreensão de Arma de Fogo,N,1
2024,3,MG,NOVA SERRANA,Pistola,TAURUS ARMAS S.A.,.40 S&W,Apostilada no Exercito,S,1
2024,3,MG,PATOS DE MINAS,Espingarda,ROSSI (AMADEO ROSSI S.A.),.32,Furto de Arma de Fogo,S,1
2024,3,MG,PATOS DE MINAS,Espingarda,ROSSI (AMADEO ROSSI S.A.),28,Extravio/Perda de Arma de Fogo,S,1
2024,3,MG,PATOS DE MINAS,Garrucha,LAPORT,.32,Furto de Arma de Fogo,S,1
2024,3,MG,PATOS DE MINAS,Rifle,"RUGER (STURM, RUGER & CO., INC.)",.22 LR,Furto de Arma de Fogo,S,1
2024,3,MG,PATROCÍNIO,Pistola,TAURUS ARMAS S.A.,.380 ACP,Remetida ao Exército para destruição,N,1
2024,3,MG,PERDIZES,Espingarda,BOITO (E.R. AMANTINO & CIA),12,Apreensão de Arma de Fogo,N,1
2024,3,MG,PIRAPORA,Pistola,TAURUS ARMAS S.A.,9 mm,Furto de Arma de Fogo,N,1
2024,3,MG,PIUMHI,Pistola,TAURUS ARMAS S.A.,9 mm,Furto de Arma de Fogo,N,2
2024,3,MG,QUELUZITO,Revolver,TAURUS ARMAS S.A.,.38 SPL,Recuperação de Arma de Fogo,N,1
2024,3,MG,RIO MANSO,Pistola,TAURUS ARMAS S.A.,9 mm,Furto de Arma de Fogo,N,1
2024,3,MG,SANTA LUZIA,Pistola,TAURUS ARMAS S.A.,9 mm,Furto de Arma de Fogo,S,1
2024,3,MG,SANTA MARGARIDA,Pistola,IMBEL,380,Furto de Arma de Fogo,N,1
2024,3,MG,TEIXEIRAS,Pistola,TAURUS ARMAS S.A.,9 mm,Roubo de Arma de Fogo,N,1
2024,3,MG,UBERLÂNDIA,Revolver,ROSSI (AMADEO ROSSI S.A.),.38,Furto de Arma de Fogo,S,1
2024,3,MG,UBERLÂNDIA,Revolver,TAURUS ARMAS S.A.,.38,Furto de Arma de Fogo,S,1
2024,3,MG,VARGINHA,Pistola,TAURUS ARMAS S.A.,.380 ACP,Extravio/Perda de Arma de Fogo,S,1
2024,3,MG,VIÇOSA,Pistola,TAURUS ARMAS S.A.,.380 ACP,Furto de Arma de Fogo,N,1
2024,3,MS,AQUIDAUANA,Revolver,SMITH & WESSON,.32,Campanha do Desarmamento,N,1
2024,3,MS,CAMPO GRANDE,Espingarda,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),.40 S&W,Campanha do Desarmamento,S,1
2024,3,MS,CAMPO GRANDE,Espingarda,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),36,Campanha do Desarmamento,S,1
2024,3,MS,CAMPO GRANDE,Pistola,GLOCK GMBH (ÁUSTRIA),380,Furto de Arma de Fogo,S,1
2024,3,MS,CAMPO GRANDE,Pistola,TAURUS ARMAS S.A.,.380 ACP,Recuperação de Arma de Fogo,S,1
2024,3,MS,CAMPO GRANDE,Pistola,TAURUS ARMAS S.A.,9 mm,Apostilada no Exercito,S,1
2024,3,MS,CHAPADÃO DO SUL,Revolver,ROSSI (AMADEO ROSSI S.A.),.38,Apreensão de Arma de Fogo,N,1
2024,3,MS,DOURADOS,Pistola,TAURUS ARMAS S.A.,.40 S&W,Apostilada no Exercito,S,1
2024,3,MT,BARRA DO GARÇAS,Revolver,ROSSI (AMADEO ROSSI S.A.),.32,Roubo de Arma de Fogo,N,1
2024,3,MT,BARRA DO GARÇAS,Rifle,ROSSI (AMADEO ROSSI S.A.),.22 LR,Roubo de Arma de Fogo,N,1
2024,3,MT,CANARANA,Espingarda,WINCHESTER,12,Extravio/Perda de Arma de Fogo,N,1
2024,3,MT,CANARANA,Revolver,AMERICAN ARMS,.32,Apostilada no Exercito,N,1
2024,3,MT,CUIABÁ,Espingarda,BOITO (E.R. AMANTINO & CIA),.40 S&W,Furto de Arma de Fogo,S,1
2024,3,MT,CUIABÁ,Pistola,GLOCK GMBH (ÁUSTRIA),380,Apreensão de Arma de Fogo,S,1
2024,3,MT,CUIABÁ,Pistola,TAURUS ARMAS S.A.,9 mm,Campanha do Desarmamento,S,1
2024,3,MT,CUIABÁ,Pistola,TAURUS ARMAS S.A.,9 mm,Roubo de Arma de Fogo,S,1
2024,3,MT,CUIABÁ,Revolver,TAURUS ARMAS S.A.,.38,Furto de Arma de Fogo,S,1
2024,3,MT,GUARANTÃ DO NORTE,Pistola,TAURUS ARMAS S.A.,9 mm,Furto de Arma de Fogo,N,1
2024,3,MT,MATUPÁ,Pistola,TAURUS ARMAS S.A.,380,Extravio/Perda de Arma de Fogo,N,1
2024,3,MT,MATUPÁ,Revolver,TAURUS ARMAS S.A.,.38,Extravio/Perda de Arma de Fogo,N,1
2024,3,MT,NOVA MONTE VERDE,Revolver,TAURUS ARMAS S.A.,.357 Mag,Extravio/Perda de Arma de Fogo,N,1
2024,3,MT,NOVA OLÍMPIA,Rifle,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),.17,Recuperação de Arma de Fogo,N,1
2024,3,MT,NOVA SANTA HELENA,Espingarda,BOITO (E.R. AMANTINO & CIA),20,Furto de Arma de Fogo,N,1
2024,3,MT,PEIXOTO DE AZEVEDO,Pistola,TAURUS ARMAS S.A.,9x19mm,Furto de Arma de Fogo,N,1
2024,3,MT,RONDONÓPOLIS,Revolver,TAURUS ARMAS S.A.,.22 MAGNUM,Furto de Arma de Fogo,S,1
2024,3,MT,RONDONÓPOLIS,Revolver,TAURUS ARMAS S.A.,.22 MAGNUM,Recuperação de Arma de Fogo,S,1
2024,3,MT,RONDONÓPOLIS,Revolver,TAURUS ARMAS S.A.,.38,Recuperação de Arma de Fogo,S,1
2024,3,MT,TANGARÁ DA SERRA,Pistola,TAURUS ARMAS S.A.,9 mm,Extravio/Perda de Arma de Fogo,S,1
2024,3,MT,ÁGUA BOA,Carabina,ROSSI (AMADEO ROSSI S.A.),.38,Apreensão de Arma de Fogo,N,1
2024,3,MT,ÁGUA BOA,Revolver,TAURUS ARMAS S.A.,.22 LR,Apreensão de Arma de Fogo,N,1
2024,3,MT,ÁGUA BOA,Rifle,CBC (COMPANHIA BRASILEIRA DE CARTUCHOS),.22 LR,Apreensão de Arma de Fogo,N,1
2024,3,PA,BRASIL NOVO,Pistola,TAURUS ARMAS S.A.,.380 ACP,Furto de Arma de Fogo,N,1
2024,3,PA,CANAÃ DOS CARAJÁS,Pistola,TAURUS ARMAS S.A.,9 mm,Apreensão de Arma de Fogo,N,1
2024,3,PA,MARABÁ,Pistola,TAURUS ARMAS S.A.,.40 S&W,Roubo de Arma de Fogo,S,1
2024,3,PA,SANTA ISABEL DO PARÁ,Pistola,TAURUS ARMAS S.A.,.380 ACP,Furto de Arma de Fogo,N,1
2024,3,PA,SÃO FÉLIX DO XINGU,Pistola,TAURUS ARMAS S.A.,380,Remetida ao Exército para destruição,S,1
2024,3,PA,SÃO FÉLIX DO XINGU,Pistola,TAURUS ARMAS S.A.,.40 S&W,Campanha do Desarmamento,S,1
2024,3,PB,ARARA,Pistola,TAURUS ARMAS S.A.,.380 ACP,Apreensão de Arma de Fogo,N,1
2024,3,PB,BAYEUX,Pistola,TAURUS ARMAS S.A.,9 mm,Apreensão de Arma de Fogo,N,1
2024,3,PB,CAMPINA GRANDE,Revolver,TAURUS ARMAS S.A.,.38,Campanha do Desarmamento,S,1
2024,3,PB,JOÃO PESSOA,Pistola,TAURUS ARMAS S.A.,380,Furto de Arma de Fogo,S,1
2024,3,PB,JOÃO PESSOA,Pistola,TAURUS ARMAS S.A.,380,Recuperação de Arma de Fogo,S,1
2024,3,PB,JOÃO PESSOA,Pistola,TAURUS ARMAS S.A.,380,Roubo de Arma de Fogo,S,1
2024,3,PB,JOÃO PESSOA,Pistola,TAURUS ARMAS S.A.,9 mm,Apreensão de Arma de Fogo,S,1
