Source,Target,Label,Weight,Edge_Type
14,43,ligacao_evento_PB_212,7,Ocorrencia
14,44,ligacao_evento_PB_213,1568,Ocorrencia
14,45,ligacao_evento_PB_214,7,Ocorrencia
14,46,ligacao_evento_PB_215,1568,Ocorrencia
14,47,ligacao_evento_PB_216,1568,Ocorrencia
14,48,ligacao_evento_PB_217,63,Ocorrencia
14,49,ligacao_evento_PB_218,7,Ocorrencia
14,50,ligacao_evento_PB_219,7,Ocorrencia
14,51,ligacao_evento_PB_220,7,Ocorrencia
14,52,ligacao_evento_PB_221,7,Ocorrencia
14,53,ligacao_evento_PB_222,1568,Ocorrencia
14,54,ligacao_evento_PB_223,1568,Ocorrencia
14,55,ligacao_evento_PB_224,7,Ocorrencia
15,27,ligacao_ocorrencia_PE_119,5,Ocorrencia
15,28,ligacao_ocorrencia_PE_120,9,Ocorrencia
15,29,ligacao_ocorrencia_PE_122,20,Ocorrencia
15,30,ligacao_ocorrencia_PE_123,6,Ocorrencia
15,31,ligacao_ocorrencia_PE_124,19,Ocorrencia
15,32,ligacao_ocorrencia_PE_125,9,Ocorrencia
15,33,ligacao_ocorrencia_PE_127,11,Ocorrencia
15,35,ligacao_ocorrencia_PE_121,1,Ocorrencia
15,36,ligacao_ocorrencia_PE_126,4,Ocorrencia
15,39,ligacao_categoria_PE_33,74,Categoria
15,40,ligacao_categoria_PE_34,62,Categoria
15,41,ligacao_evento_PE_225,7,Ocorrencia
15,42,ligacao_evento_PE_226,7,Ocorrencia
15,43,ligacao_evento_PE_227,7,Ocorrencia
15,44,ligacao_evento_PE_228,1302,Ocorrencia
15,45,ligacao_evento_PE_229,7,Ocorrencia
15,46,ligacao_evento_PE_230,1302,Ocorrencia
15,47,ligacao_evento_PE_231,1302,Ocorrencia
15,48,ligacao_evento_PE_232,63,Ocorrencia
15,49,ligacao_evento_PE_233,7,Ocorrencia
15,50,ligacao_evento_PE_234,7,Ocorrencia
15,51,ligacao_evento_PE_235,7,Ocorrencia
15,52,ligacao_evento_PE_236,7,Ocorrencia
15,53,ligacao_evento_PE_237,1302,Ocorrencia
15,54,ligacao_evento_PE_238,1302,Ocorrencia
15,55,ligacao_evento_PE_239,7,Ocorrencia
16,28,ligacao_ocorrencia_PI_128,35,Ocorrencia
16,29,ligacao_ocorrencia_PI_129,8,Ocorrencia
16,30,ligacao_ocorrencia_PI_130,2,Ocorrencia
16,31,ligacao_ocorrencia_PI_131,14,Ocorrencia
16,32,ligacao_ocorrencia_PI_132,5,Ocorrencia
16,33,ligacao_ocorrencia_PI_134,2,Ocorrencia
16,36,ligacao_ocorrencia_PI_133,8,Ocorrencia
16,39,ligacao_categoria_PI_35,199,Categoria
16,40,ligacao_categoria_PI_36,13,Categoria
16,41,ligacao_evento_PI_240,7,Ocorrencia
16,42,ligacao_evento_PI_241,7,Ocorrencia
16,43,ligacao_evento_PI_242,7,Ocorrencia
16,44,ligacao_evento_PI_243,1575,Ocorrencia
16,45,ligacao_evento_PI_244,7,Ocorrencia
16,46,ligacao_evento_PI_245,1575,Ocorrencia
16,47,ligacao_evento_PI_246,1575,Ocorrencia
16,48,ligacao_evento_PI_247,63,Ocorrencia
16,49,ligacao_evento_PI_248,7,Ocorrencia
16,50,ligacao_evento_PI_249,7,Ocorrencia
16,51,ligacao_evento_PI_250,7,Ocorrencia
16,52,ligacao_evento_PI_251,7,Ocorrencia
16,53,ligacao_evento_PI_252,1575,Ocorrencia
16,54,ligacao_evento_PI_253,1575,Ocorrencia
16,55,ligacao_evento_PI_254,7,Ocorrencia
17,27,ligacao_ocorrencia_PR_135,12,Ocorrencia
17,28,ligacao_ocorrencia_PR_136,47,Ocorrencia
17,29,ligacao_ocorrencia_PR_138,36,Ocorrencia
17,30,ligacao_ocorrencia_PR_139,21,Ocorrencia
17,31,ligacao_ocorrencia_PR_140,56,Ocorrencia
17,32,ligacao_ocorrencia_PR_141,18,Ocorrencia
17,33,ligacao_ocorrencia_PR_143,2,Ocorrencia
17,34,ligacao_ocorrencia_PR_144,3,Ocorrencia
17,35,ligacao_ocorrencia_PR_137,1,Ocorrencia
17,36,ligacao_ocorrencia_PR_142,16,Ocorrencia
17,39,ligacao_categoria_PR_37,368,Categoria
17,40,ligacao_categoria_PR_38,36,Categoria
17,41,ligacao_evento_PR_255,7,Ocorrencia
17,42,ligacao_evento_PR_256,7,Ocorrencia
17,43,ligacao_evento_PR_257,7,Ocorrencia
17,44,ligacao_evento_PR_258,2800,Ocorrencia
17,45,ligacao_evento_PR_259,7,Ocorrencia
17,46,ligacao_evento_PR_260,2800,Ocorrencia
17,47,ligacao_evento_PR_261,2800,Ocorrencia
17,48,ligacao_evento_PR_262,63,Ocorrencia
17,49,ligacao_evento_PR_263,7,Ocorrencia
17,50,ligacao_evento_PR_264,7,Ocorrencia
17,51,ligacao_evento_PR_265,7,Ocorrencia
17,52,ligacao_evento_PR_266,7,Ocorrencia
17,53,ligacao_evento_PR_267,2800,Ocorrencia
17,54,ligacao_evento_PR_268,2800,Ocorrencia
17,55,ligacao_evento_PR_269,7,Ocorrencia
18,27,ligacao_ocorrencia_RJ_146,18,Ocorrencia
18,28,ligacao_ocorrencia_RJ_147,11,Ocorrencia
18,29,ligacao_ocorrencia_RJ_148,49,Ocorrencia
18,30,ligacao_ocorrencia_RJ_149,3,Ocorrencia
18,31,ligacao_ocorrencia_RJ_150,29,Ocorrencia
18,32,ligacao_ocorrencia_RJ_151,8,Ocorrencia
18,33,ligacao_ocorrencia_RJ_153,8,Ocorrencia
18,34,ligacao_ocorrencia_RJ_154,7,Ocorrencia
18,36,ligacao_ocorrencia_RJ_152,2,Ocorrencia
